DATA_LANCAMENTO_OBRA;TITULO_ORIGINAL;CPB_ROE;TIPO_OBRA;PAIS_OBRA;PUBLICO_TOTAL;RENDA_TOTAL;RAZAO_SOCIAL_DISTRIBUIDORA;REGISTRO_DISTRIBUIDORA;CNPJ_DISTRIBUIDORA
02/04/2010;BROOKLYN'S FINEST;E1500146000000;FICÇÃO;ESTADOS UNIDOS;135270;R$ 1.288.382,53;ANTONIO FERNANDES FILMES LTDA;532;02.668.665/0001-01
02/04/2010;CHICO XAVIER;B1001148600000;FICÇÃO;BRASIL;3413165;R$ 30.279.613,71;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
02/04/2010;CHICO XAVIER;B1001148600000;FICÇÃO;BRASIL;3127290;R$ 27.851.626,91;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;4904;07.616.202/0001-01
02/04/2010;EINAYM PKUHOT;E1600576500000;FICÇÃO;ISRAEL;24525;R$ 243.955,38;ALBERTO BITELLI INTERNATIONAL FILMS LTDA;136;54.881.404/0001-60
02/04/2010;OLD DOGS;E1600401000000;FICÇÃO;ESTADOS UNIDOS;132484;R$ 1.133.569,00;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
02/04/2010;OS FAMOSOS E OS DUENDES DA MORTE;B1001143200000;FICÇÃO;BRASIL;8328;R$ 67.637,00;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
02/04/2010;THE U.S. VS. JOHN LENNON;E1600632900000;DOCUMENTÁRIO;ESTADOS UNIDOS;9001;R$ 100.451,89;MOSTRA INTERNACIONAL DE CINEMA LTDA;1797;52.009.305/0001-68
26/03/2010;AMELIA;E1500917600000;FICÇÃO;CANADÁ;11537;R$ 99.680,00;FOX FILM DO BRASIL LTDA;256;33.110.420/0001-80
26/03/2010;DID YOU HEAR ABOUT THE MORGANS ?;E1600541100000;FICÇÃO;ESTADOS UNIDOS;101896;R$ 1.055.097,00;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
26/03/2010;HOW TO TRAIN YOUR DRAGON;E1600000300000;ANIMAÇÃO;ESTADOS UNIDOS;2044725;R$ 21.939.631,00;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;169;27.654.722/0001-16
26/03/2010;INSOLAÇÃO;B1001166000000;FICÇÃO;BRASIL;3212;R$ 21.358,19;CANNES PRODUÇÕES S/A;2250;72.672.017/0001-04
26/03/2010;MÈRES ET FILLES;E1600607800000;FICÇÃO;FRANÇA;21332;R$ 195.543,79;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
26/03/2010;ROB ZOMBIE'S HALLOWEEN 2;E1600620300000;FICÇÃO;ESTADOS UNIDOS;26488;R$ 216.410,98;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
26/03/2010;THE BOX;E1600628600000;FICÇÃO;ESTADOS UNIDOS;106913;R$ 889.759,07;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
26/03/2010;THE MEN WHO STARE AT GOATS;E1600432700000;FICÇÃO;ESTADOS UNIDOS;22223;R$ 246.815,75;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
26/03/2010;TULPAN;E1600635400000;FICÇÃO;ALEMANHA;8678;R$ 82.315,00;MOSTRA INTERNACIONAL DE CINEMA LTDA;1797;52.009.305/0001-68
19/03/2010;CREATION;E1500430500000;FICÇÃO;INGLATERRA;22574;R$ 195.878,33;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
19/03/2010;SOUL KITCHEN;E1600626200000;FICÇÃO;ALEMANHA;34247;R$ 334.083,00;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
19/03/2010;THE BLIND SIDE;E1500095300000;FICÇÃO;ESTADOS UNIDOS;529601;R$ 5.188.212,00;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
19/03/2010;THE BOOK OF ELI;E1500919700000;FICÇÃO;ESTADOS UNIDOS;891851;R$ 7.936.662,75;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
12/03/2010;DISENGAGEMENT;E1600563300000;FICÇÃO;FRANÇA;23194;R$ 208.083,68;CENTRO DE CULTURA CINEMATOGRÁFICA PROVIDENCE;333;01.368.016/0001-14
12/03/2010;DISENGAGEMENT;E1600563300000;FICÇÃO;FRANÇA;90;R$ 153,00;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;12443;08.656.129/0001-64
12/03/2010;HISTÓRIAS DE AMOR DURAM APENAS 90 MINUTOS (SPLEEN);B0901099200000;FICÇÃO;BRASIL;11405;R$ 86.481,11;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;4904;07.616.202/0001-01
12/03/2010;REMEMBER ME;E1500922000000;FICÇÃO;ESTADOS UNIDOS;428999;R$ 3.436.359,67;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
12/03/2010;SHUTTER ISLAND;E1402594900000;FICÇÃO;ESTADOS UNIDOS;893212;R$ 8.405.590,00;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;169;27.654.722/0001-16
05/03/2010;A SINGLE MAN;E1600549300000;FICÇÃO;ESTADOS UNIDOS;59720;R$ 551.339,31;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
05/03/2010;BROTHERS;E1600540900000;FICÇÃO;ESTADOS UNIDOS;68787;R$ 617.579,87;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
05/03/2010;CARRIERS;E1600556000000;FICÇÃO;ESTADOS UNIDOS;85288;R$ 711.108,40;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
05/03/2010;CRAZY HEART;E1600091300000;FICÇÃO;ESTADOS UNIDOS;64065;R$ 598.195,00;FOX FILM DO BRASIL LTDA;256;33.110.420/0001-80
05/03/2010;JARDS MACALÉ - UM MORCEGO NA PORTA PRINCIPAL;B0700719500000;DOCUMENTÁRIO;BRASIL;1588;R$ 14.321,80;RAIN NETWORK REPRESENTAÇÃO COMERCIAL LTDA;13613;07.949.581/0001-51
05/03/2010;LOVE HAPPENS;E1600606600000;FICÇÃO;ESTADOS UNIDOS;234380;R$ 2.077.909,39;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
26/02/2010;EL SECRETO DE SUS OJOS;E1500819700000;FICÇÃO;ARGENTINA;328893;R$ 3.280.511,01;CANNES PRODUÇÕES S/A;2250;72.672.017/0001-04
26/02/2010;IT'S COMPLICATED;E1402577200000;FICÇÃO;ESTADOS UNIDOS;844439;R$ 8.113.648,00;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;169;27.654.722/0001-16
26/02/2010;OS INQUILINOS;B0901090500000;FICÇÃO;BRASIL;8662;R$ 64.784,34;CENTRO DE CULTURA CINEMATOGRÁFICA PROVIDENCE;333;01.368.016/0001-14
26/02/2010;OS INQUILINOS;B0901090500000;FICÇÃO;BRASIL;395;R$ 254,00;PROVIDENCE DISTRIBUIDORA DE FILMES LTDA - EPP;12443;08.656.129/0001-64
26/02/2010;PACHAMAMA;B0901059800000;DOCUMENTÁRIO;BRASIL;4257;R$ 33.585,00;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;276;31.179.864/0001-46
26/02/2010;PANDORUM;E1600611700000;FICÇÃO;ESTADOS UNIDOS;42991;R$ 363.056,69;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
26/02/2010;UM LUGAR AO SOL;B1001165300000;DOCUMENTÁRIO;BRASIL;1809;R$ 9.312,00;SÍMIO FILMES LTDA;14208;09.942.024/0001-34
26/02/2010;UM LUGAR AO SOL;B1001165300000;DOCUMENTÁRIO;BRASIL;548;R$ 3.678,25;VITRINE FILMES LTDA;16713;11.620.976/0001-83
19/02/2010;A SERIOUS MAN;E1600549400000;FICÇÃO;ESTADOS UNIDOS;51558;R$ 545.987,00;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;169;27.654.722/0001-16
19/02/2010;AN EDUCATION;E1600550700000;FICÇÃO;ESTADOS UNIDOS;61020;R$ 616.302,33;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
19/02/2010;THE LOVELY BONES;E1402594800000;FICÇÃO;ESTADOS UNIDOS;327363;R$ 2.919.161,00;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;169;27.654.722/0001-16
19/02/2010;THE MESSENGER;E1300000100000;FICÇÃO;ESTADOS UNIDOS;19281;R$ 183.994,65;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
19/02/2010;VALENTINE'S DAY;E1500238500000;FICÇÃO;ESTADOS UNIDOS;863445;R$ 7.612.165,00;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
12/02/2010;O AMOR SEGUNDO B. SCHIANBERG;B0901126500000;FICÇÃO;BRASIL;4273;R$ 37.731,20;SPECTATEUR-COMÉRCIO E GERENCIAMENTO LTDA (BAIXADA);1132;01.216.636/0001-38
12/02/2010;PERCY JACKSON & THE OLYMPIANS: THE LIGHTNING THIEF;E1600537000000;FICÇÃO;CANADÁ;2005439;R$ 16.026.375,00;FOX FILM DO BRASIL LTDA;256;33.110.420/0001-80
12/02/2010;PRECIOUS;E1600613600000;FICÇÃO;ESTADOS UNIDOS;183564;R$ 1.664.081,31;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
12/02/2010;THE WHITE RIBBON;E1600629100000;FICÇÃO;ALEMANHA;88671;R$ 799.476,32;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
12/02/2010;THE WOLFMAN;E1500081600000;FICÇÃO;ESTADOS UNIDOS;856171;R$ 7.554.780,00;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;169;27.654.722/0001-16
05/02/2010;FINAL DESTINATION 4;E1600583600000;FICÇÃO;ESTADOS UNIDOS;785259;R$ 8.245.200,21;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
05/02/2010;HIGH SCHOOL MUSICAL - O DESAFIO;B1001136000000;FICÇÃO;BRASIL;301082;R$ 2.016.382,17;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
05/02/2010;HURT LOCKER, THE;E1500390400000;FICÇÃO;ESTADOS UNIDOS;158193;R$ 1.407.467,55;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
05/02/2010;MOTHER;E1600545000000;FICÇÃO;CORÉIA DO SUL;13058;R$ 117.070,70;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
05/02/2010;NINJA ASSASSIN;E1600609800000;FICÇÃO;ESTADOS UNIDOS;37945;R$ 313.227,00;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
05/02/2010;THE TIME THAT REMAINS;E1600010400000;FICÇÃO;BÉLGICA;16113;R$ 138.124,42;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
29/01/2010;CITY ISLAND;E1600557100000;FICÇÃO;ESTADOS UNIDOS;6781;R$ 60.952,78;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
29/01/2010;EDGE OF DARKNESS;E1500426600000;FICÇÃO;ESTADOS UNIDOS;452896;R$ 4.068.753,29;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
29/01/2010;INVICTUS;E1500238600000;FICÇÃO;ESTADOS UNIDOS;358132;R$ 3.524.351,00;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
29/01/2010;IT MIGHT GET LOUD;E1600592100000;DOCUMENTÁRIO;ESTADOS UNIDOS;2504;R$ 22.253,89;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
29/01/2010;NINE;E1600609700000;FICÇÃO;ESTADOS UNIDOS;96043;R$ 920.174,00;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
29/01/2010;TYSON;E1600635700000;DOCUMENTÁRIO;ESTADOS UNIDOS;279;R$ 2.985,13;ANTONIO FERNANDES FILMES LTDA;532;02.668.665/0001-01
29/01/2010;ZOMBIELAND;E1500800400000;FICÇÃO;ESTADOS UNIDOS;89062;R$ 749.114,00;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
22/01/2010;ASTRO BOY;E1500623700000;ANIMAÇÃO;ESTADOS UNIDOS;131870;R$ 983.963,50;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
22/01/2010;CHERI;E1600556600000;FICÇÃO;ESTADOS UNIDOS;41639;R$ 409.503,99;ANTONIO FERNANDES FILMES LTDA;532;02.668.665/0001-01
22/01/2010;CIDADE DE PLÁSTICO;B1001133500000;FICÇÃO;BRASIL;433;R$ 4.066,00;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
22/01/2010;LILLY THE WITCH;E1600544700000;FICÇÃO;ÁUSTRIA;5737;R$ 53.616,70;CANNES PRODUÇÕES S/A;2250;72.672.017/0001-04
22/01/2010;SÓ DEZ POR CENTO É MENTIRA;B0901101600000;DOCUMENTÁRIO;BRASIL;5919;R$ 52.032,00;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;4904;07.616.202/0001-01
22/01/2010;TOOTH FAIRY;E1600635100000;FICÇÃO;ESTADOS UNIDOS;1197161;R$ 9.201.882,00;FOX FILM DO BRASIL LTDA;256;33.110.420/0001-80
22/01/2010;UNDER THE SEA;E1600637200000;DOCUMENTÁRIO;ESTADOS UNIDOS;10060;R$ 192.989,25;CINEARTE POMPEIA LTDA;14006;08.658.141/0001-08
22/01/2010;UP IN THE AIR;E1402565500000;FICÇÃO;ESTADOS UNIDOS;829184;R$ 8.073.761,00;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;169;27.654.722/0001-16
15/01/2010;BAD LIEUTENANT: PORT OF CALL NEW ORLEANS;E1600552300000;FICÇÃO;ESTADOS UNIDOS;136927;R$ 1.310.037,43;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
15/01/2010;EX;E1600582700000;FICÇÃO;ITÁLIA;23533;R$ 207.011,53;SERENDIP FILMES LTDA;4626;06.911.780/0001-08
15/01/2010;FUERA DE CARTA;E1600584100000;FICÇÃO;ESPANHA;12865;R$ 109.191,50;CENTRO DE CULTURA CINEMATOGRÁFICA PROVIDENCE;333;01.368.016/0001-14
15/01/2010;MOTHERHOOD;E1600545100000;FICÇÃO;ESTADOS UNIDOS;14013;R$ 137.910,99;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
15/01/2010;NON MA FILLE TU N'IRAS PAS DANSER;E1600610900000;FICÇÃO;FRANÇA;12698;R$ 105.845,71;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
15/01/2010;O HOMEM QUE ENGARRAFAVA NUVENS;B0901113900000;DOCUMENTÁRIO;BRASIL;19247;R$ 150.684,50;SPECTATEUR-COMÉRCIO E GERENCIAMENTO LTDA (BAIXADA);1132;01.216.636/0001-38
15/01/2010;THE GREAT BUCK HOWARD;E1600629300000;FICÇÃO;ESTADOS UNIDOS;26536;R$ 257.213,92;CANNES PRODUÇÕES S/A;2250;72.672.017/0001-04
15/01/2010;WHERE THE WILD THINGS ARE;E1500195500000;FICÇÃO;ESTADOS UNIDOS;85785;R$ 820.881,00;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
08/01/2010;ALVIN AND THE CHIPMUNKS: THE SQUEAKQUEL;E1600540500000;ANIMAÇÃO;ESTADOS UNIDOS;5155971;R$ 38.823.646,00;FOX FILM DO BRASIL LTDA;256;33.110.420/0001-80
08/01/2010;CARO FRANCIS;B0901062000000;DOCUMENTÁRIO;BRASIL;3804;R$ 44.354,62;RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.;11868;08.346.733/0001-94
08/01/2010;CARO FRANCIS;B0901062000000;DOCUMENTÁRIO;BRASIL;642;R$ 8.371,50;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
08/01/2010;SHERLOCK HOLMES;E1500242200000;FICÇÃO;ESTADOS UNIDOS;2472825;R$ 21.996.832,00;WARNER BROS. (SOUTH) INC.;265;33.015.827/0001-28
08/01/2010;THE EDGE OF LOVE;E1600640100000;FICÇÃO;REINO UNIDO;10972;R$ 91.694,85;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
01/01/2010;ABOUT ELLY;E1600549600000;FICÇÃO;FRANÇA;18345;R$ 166.078,76;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
01/01/2010;LULA, O FILHO DO BRASIL;B0901107200000;FICÇÃO;BRASIL;852619;R$ 7.085.406,38;CANNES PRODUÇÕES S/A;2250;72.672.017/0001-04
01/01/2010;LULA, O FILHO DO BRASIL;B0901107200000;FICÇÃO;BRASIL;848734;R$ 7.067.078,90;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;4904;07.616.202/0001-01
01/01/2010;THE FOURTH KIND;E1600640400000;FICÇÃO;ESTADOS UNIDOS;208611;R$ 1.805.693,13;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
25/12/2009;CHERRY BLOSSOMS - HANAMI;E1600556700000;FICÇÃO;ALEMANHA;76469;R$ 700.232,26;MOSTRA INTERNACIONAL DE CINEMA LTDA;1797;52.009.305/0001-68
25/12/2009;COUPLES RETREAT;E1600468800000;FICÇÃO;ESTADOS UNIDOS;718929;R$ 6.450.412,00;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;169;27.654.722/0001-16
25/12/2009;COUPLES RETREAT;E1600468800000;FICÇÃO;ESTADOS UNIDOS;52;R$ 1.874,00;UNIVERSAL PICTURES INTERNATIONAL BRAZIL LTDA.;33787;24.810.280/0001-61
25/12/2009;FELIX ET LOLA;E1600583400000;FICÇÃO;FRANÇA;2320;R$ 15.928,00;CENTRO DE CULTURA CINEMATOGRÁFICA PROVIDENCE;333;01.368.016/0001-14
25/12/2009;HACHIKO: A DOG´S STORY;E1600176700000;FICÇÃO;ESTADOS UNIDOS;734479;R$ 6.506.856,04;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
25/12/2009;LES HERBES FOLLES;E1600601300000;FICÇÃO;FRANÇA;42661;R$ 401.423,75;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
25/12/2009;UN SECRET;E1600636100000;FICÇÃO;FRANÇA;33425;R$ 309.201,08;ESTAÇÃO CINEMA E CULTURA LTDA;592;02.745.624/0001-63
25/12/2009;XUXA EM O MISTÉRIO DE FEIURINHA;B0901096800000;FICÇÃO;BRASIL;1307135;R$ 8.484.823,94;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
18/12/2009;AVATAR;E1402514700000;FICÇÃO;ESTADOS UNIDOS;9172238;R$ 103.201.797,00;FOX FILM DO BRASIL LTDA;256;33.110.420/0001-80
18/12/2009;AVATAR;E1402514700000;FICÇÃO;ESTADOS UNIDOS;391811;R$ 7.571.366,42;THE WALT DISNEY COMPANY (BRASIL) LTDA.;18398;73.042.962/0001-87
18/12/2009;"AVATAR ""SPECIAL EDITION""";E1700239200000;FICÇÃO;ESTADOS UNIDOS;66948;R$ 956.847,00;FOX FILM DO BRASIL LTDA;256;33.110.420/0001-80
18/12/2009;HOW TO BE;E1600589400000;FICÇÃO;REINO UNIDO;3289;R$ 33.225,70;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
18/12/2009;NEW YORK, I LOVE YOU;E1600609200000;FICÇÃO;ESTADOS UNIDOS;92041;R$ 991.914,62;ANTONIO FERNANDES FILMES LTDA;532;02.668.665/0001-01
18/12/2009;SOUL POWER;E1600626100000;DOCUMENTÁRIO;ESTADOS UNIDOS;936;R$ 8.392,59;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
18/12/2009;THE PRIVATE LIVES OF PIPPA LEE;E1600629600000;FICÇÃO;ESTADOS UNIDOS;16858;R$ 158.853,76;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
11/12/2009;BR-3  A PEÇA;B1001132300000;DOCUMENTÁRIO;BRASIL;89;R$ 468,00;CASA AZUL PRODUÇÕES ARTISTICAS LTDA;2260;06.159.269/0001-00
11/12/2009;BR-3 DOCUMENTÁRIO;B1001132200000;DOCUMENTÁRIO;BRASIL;190;R$ 743,38;CASA AZUL PRODUÇÕES ARTISTICAS LTDA;2260;06.159.269/0001-00
11/12/2009;EMBARQUE IMEDIATO;B0800951000000;FICÇÃO;BRASIL;38480;R$ 315.070,78;CANNES PRODUÇÕES S/A;2250;72.672.017/0001-04
11/12/2009;MANAGEMENT;E1600607200000;FICÇÃO;ESTADOS UNIDOS;112919;R$ 980.855,97;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
11/12/2009;O DIÁRIO DE SINTRA;B0900971300000;DOCUMENTÁRIO;BRASIL;1066;R$ 9.350,00;DISTRIBUIDORA DE FILMES S/A RIOFILME;105;68.610.302/0001-15
11/12/2009;O DIÁRIO DE SINTRA;B0900971300000;DOCUMENTÁRIO;BRASIL;2780;R$ 25.174,00;RAIN NETWORK REPRESENTAÇÃO COMERCIAL LTDA;13613;07.949.581/0001-51
11/12/2009;OURO NEGRO;B0800891200000;FICÇÃO;BRASIL;1386;R$ 9.504,10;CENTRO DE CULTURA CINEMATOGRÁFICA PROVIDENCE;333;01.368.016/0001-14
11/12/2009;OURO NEGRO;B0800891200000;FICÇÃO;BRASIL;2323;R$ 6.969,00;RAIZ DISTRIBUIDORA AUDIOVISUAL LTDA.;11792;08.331.280/0001-22
11/12/2009;PARTIR;E1600612000000;FICÇÃO;FRANÇA;11606;R$ 115.649,02;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
11/12/2009;PRAÇA SAENS PEÑA;B0901002100000;FICÇÃO;BRASIL;5332;R$ 108.017,55;DISTRIBUIDORA DE FILMES S/A RIOFILME;105;68.610.302/0001-15
11/12/2009;PRAÇA SAENS PEÑA;B0901002100000;FICÇÃO;BRASIL;1505;R$ 12.864,55;RAIN NETWORK REPRESENTAÇÃO COMERCIAL LTDA;13613;07.949.581/0001-51
11/12/2009;THE PRINCESS & THE FROG;E1402794800000;ANIMAÇÃO;ESTADOS UNIDOS;1008660;R$ 7.017.649,75;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
11/12/2009;THE PRINCESS & THE FROG;E1402794800000;ANIMAÇÃO;ESTADOS UNIDOS;3459;R$ 30.183,00;THE WALT DISNEY COMPANY (BRASIL) LTDA.;18398;73.042.962/0001-87
04/12/2009;ABRAZOS ROTOS, LOS;E1402604700000;FICÇÃO;ESTADOS UNIDOS;258832;R$ 2.553.692,00;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;169;27.654.722/0001-16
04/12/2009;FANTASTIC MR. FOX;E1600583300000;ANIMAÇÃO;ESTADOS UNIDOS;14558;R$ 113.797,00;FOX FILM DO BRASIL LTDA;256;33.110.420/0001-80
04/12/2009;PARANORMAL ACTIVITY;E1500120300000;FICÇÃO;ESTADOS UNIDOS;1086788;R$ 9.078.655,24;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
04/12/2009;É PROIBIDO FUMAR;B0901108700000;FICÇÃO;BRASIL;48306;R$ 411.420,99;PLAYARTE PICTURES ENTRETENIMENTOS LTDA.;443;00.943.231/0001-39
04/12/2009;É PROIBIDO PROIBIR;B0600524400000;FICÇÃO;BRASIL;239;R$ 768,00;DISTRIBUIDORA DE FILMES S/A RIOFILME;105;68.610.302/0001-15
27/11/2009;A PERFECT GETAWAY;E1600549100000;FICÇÃO;ESTADOS UNIDOS;43109;R$ 330.444,59;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
27/11/2009;CIDADÃO BOILESEN;B0901061000000;DOCUMENTÁRIO;BRASIL;7958;R$ 76.670,28;RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.;11868;08.346.733/0001-94
27/11/2009;DO COMEÇO AO FIM;B0901103700000;FICÇÃO;BRASIL;89000;R$ 791.441,23;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;4904;07.616.202/0001-01
27/11/2009;ELIEZER BATISTA - O ENGENHEIRO DO BRASIL;B0901070100000;DOCUMENTÁRIO;BRASIL;1403;R$ 12.646,00;SPECTATEUR-COMÉRCIO E GERENCIAMENTO LTDA (BAIXADA);1132;01.216.636/0001-38
27/11/2009;ENTRE A LUZ E A SOMBRA;B0901091900000;DOCUMENTÁRIO;BRASIL;341;R$ 2.603,00;VIDEOFILMES PRODUÇÕES ARTÍSTICA LTDA;276;31.179.864/0001-46
27/11/2009;JULIE & JULIA;E1600592800000;FICÇÃO;ESTADOS UNIDOS;218971;R$ 2.201.346,48;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
27/11/2009;PLANET 51;E1600613200000;ANIMAÇÃO;REINO UNIDO;560741;R$ 3.956.735,46;WMIX DISTRIBUIDORA LTDA.;1935;03.918.609/0001-32
20/11/2009;MISTÉRYOS;B0800888700000;FICÇÃO;BRASIL;155;R$ 558,00;PANDA FILMES LTDA;941;04.980.287/0001-14
20/11/2009;POLICE ADJECTIV;E1600613400000;FICÇÃO;ROMÊNIA;2804;R$ 24.819,50;TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA;173;03.599.148/0001-82
20/11/2009;SEM FIO;B0901079200000;FICÇÃO;BRASIL;248;R$ 1.560,00;PANDA FILMES LTDA;941;04.980.287/0001-14
20/11/2009;SOM E FÚRIA;B0901108200000;FICÇÃO;BRASIL;591;R$ 3.034,00;O2 CINEMA LTDA;7087;02.525.725/0001-29
20/11/2009;THE TWILIGHT SAGA: NEW MOON;E1500273400000;FICÇÃO;ESTADOS UNIDOS;6001431;R$ 48.443.740,69;SM DISTRIBUIDORA DE FILMES LTDA;11922;08.257.054/0001-49
20/11/2009;TOPOGRAFIA DE UM DESNUDO;B0901039400000;FICÇÃO;BRASIL;1488;R$ 6.065,00;T.A.O. PRODUÇÕES ARTISTICAS LTDA. -ME;1049;05.462.807/0001-60
13/11/2009;2012;E1600546500000;FICÇÃO;ESTADOS UNIDOS;5279983;R$ 44.728.067,00;COLUMBIA TRISTAR FILMES DO BRASIL LTDA;84;00.979.601/0001-98
13/11/2009;DE PROFUNDES;E1600561800000;ANIMAÇÃO;ESPANHA;2002;R$ 15.193,39;CANNES PRODUÇÕES S/A;2250;72.672.017/0001-04
13/11/2009;HOTEL ATLÂNTICO;B0901117100000;FICÇÃO;BRASIL;6516;R$ 45.119,50;SPECTATEUR-COMÉRCIO E GERENCIAMENTO LTDA (BAIXADA);1132;01.216.636/0001-38
13/11/2009;NO MEU LUGAR;B0901027100000;FICÇÃO;BRASIL;5710;R$ 33.830,36;FREESPIRIT DISTRIBUIDORA DE FILMES LTDA.;4904;07.616.202/0001-01
13/11/2009;TAKING WOODSTOCK;E1600628000000;FICÇÃO;ESTADOS UNIDOS;37594;R$ 355.741,00;PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA;169;27.654.722/0001-16
